POKEID;NAME;TYPE;TOTAL;HP;ATTACK;DEFENSE;SP_ATK;SP_DEF;SPEED;ICONS
0832;Dubwool;['Normal'];490;72;80;100;60;90;88;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dubwool.png']
0833;Chewtle;['Water'];284;50;64;50;38;38;44;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chewtle.png']
0834;Drednaw;['Water', 'Rock'];485;90;115;90;48;68;74;['https://img.pokemondb.net/sprites/scarlet-violet/icon/drednaw.png']
0835;Yamper;['Electric'];270;59;45;50;40;50;26;['https://img.pokemondb.net/sprites/scarlet-violet/icon/yamper.png']
0836;Boltund;['Electric'];490;69;90;60;90;60;121;['https://img.pokemondb.net/sprites/scarlet-violet/icon/boltund.png']
0837;Rolycoly;['Rock'];240;30;40;50;40;50;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rolycoly.png']
0838;Carkol;['Rock', 'Fire'];410;80;60;90;60;70;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/carkol.png']
0839;Coalossal;['Rock', 'Fire'];510;110;80;120;80;90;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/coalossal.png']
0840;Applin;['Grass', 'Dragon'];260;40;40;80;40;40;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/applin.png']
0841;Flapple;['Grass', 'Dragon'];485;70;110;80;95;60;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/flapple.png']
0842;Appletun;['Grass', 'Dragon'];485;110;85;80;100;80;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/appletun.png']
0843;Silicobra;['Ground'];315;52;57;75;35;50;46;['https://img.pokemondb.net/sprites/scarlet-violet/icon/silicobra.png']
0844;Sandaconda;['Ground'];510;72;107;125;65;70;71;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sandaconda.png']
0845;Cramorant;['Flying', 'Water'];475;70;85;55;85;95;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cramorant.png']
0846;Arrokuda;['Water'];280;41;63;40;40;30;66;['https://img.pokemondb.net/sprites/scarlet-violet/icon/arrokuda.png']
0847;Barraskewda;['Water'];490;61;123;60;60;50;136;['https://img.pokemondb.net/sprites/scarlet-violet/icon/barraskewda.png']
0848;Toxel;['Electric', 'Poison'];242;40;38;35;54;35;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/toxel.png']
0849;Toxtricity Amped Form;['Electric', 'Poison'];502;75;98;70;114;70;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/toxtricity-amped.png']
0849;Toxtricity Low Key Form;['Electric', 'Poison'];502;75;98;70;114;70;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/toxtricity-low-key.png']
0850;Sizzlipede;['Fire', 'Bug'];305;50;65;45;50;50;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sizzlipede.png']
0851;Centiskorch;['Fire', 'Bug'];525;100;115;65;90;90;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/centiskorch.png']
0852;Clobbopus;['Fighting'];310;50;68;60;50;50;32;['https://img.pokemondb.net/sprites/scarlet-violet/icon/clobbopus.png']
0853;Grapploct;['Fighting'];480;80;118;90;70;80;42;['https://img.pokemondb.net/sprites/scarlet-violet/icon/grapploct.png']
0854;Sinistea;['Ghost'];308;40;45;45;74;54;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sinistea.png']
0855;Polteageist;['Ghost'];508;60;65;65;134;114;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/polteageist.png']
0856;Hatenna;['Psychic'];265;42;30;45;56;53;39;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hatenna.png']
0857;Hattrem;['Psychic'];370;57;40;65;86;73;49;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hattrem.png']
0858;Hatterene;['Psychic', 'Fairy'];510;57;90;95;136;103;29;['https://img.pokemondb.net/sprites/scarlet-violet/icon/hatterene.png']
0859;Impidimp;['Dark', 'Fairy'];265;45;45;30;55;40;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/impidimp.png']
0860;Morgrem;['Dark', 'Fairy'];370;65;60;45;75;55;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/morgrem.png']
0861;Grimmsnarl;['Dark', 'Fairy'];510;95;120;65;95;75;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/grimmsnarl.png']
0862;Obstagoon;['Dark', 'Normal'];520;93;90;101;60;81;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/obstagoon.png']
0863;Perrserker;['Steel'];440;70;110;100;50;60;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/perrserker.png']
0864;Cursola;['Ghost'];510;60;95;50;145;130;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cursola.png']
0865;Sirfetch'd;['Fighting'];507;62;135;95;68;82;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sirfetchd.png']
0866;Mr. Rime;['Ice', 'Psychic'];520;80;85;75;110;100;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-rime.png']
0867;Runerigus;['Ground', 'Ghost'];483;58;95;145;50;105;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/runerigus.png']
0868;Milcery;['Fairy'];270;45;40;40;50;61;34;['https://img.pokemondb.net/sprites/scarlet-violet/icon/milcery.png']
0869;Alcremie;['Fairy'];495;65;60;75;110;121;64;['https://img.pokemondb.net/sprites/scarlet-violet/icon/alcremie.png']
0870;Falinks;['Fighting'];470;65;100;100;70;60;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/falinks.png']
0871;Pincurchin;['Electric'];435;48;101;95;91;85;15;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pincurchin.png']
0872;Snom;['Ice', 'Bug'];185;30;25;35;45;30;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/snom.png']
0873;Frosmoth;['Ice', 'Bug'];475;70;65;60;125;90;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/frosmoth.png']
0874;Stonjourner;['Rock'];470;100;125;135;20;20;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/stonjourner.png']
0875;Eiscue Ice Face;['Ice'];470;75;80;110;65;90;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/eiscue-ice.png']
0875;Eiscue Noice Face;['Ice'];470;75;80;70;65;50;130;['https://img.pokemondb.net/sprites/scarlet-violet/icon/eiscue-noice.png']
0876;Indeedee Male;['Psychic', 'Normal'];475;60;65;55;105;95;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/indeedee-male.png']
0876;Indeedee Female;['Psychic', 'Normal'];475;70;55;65;95;105;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/indeedee-female.png']
0877;Morpeko Full Belly Mode;['Electric', 'Dark'];436;58;95;58;70;58;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/morpeko-full-belly.png']
0877;Morpeko Hangry Mode;['Electric', 'Dark'];436;58;95;58;70;58;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/morpeko-hangry.png']
0878;Cufant;['Steel'];330;72;80;49;40;49;40;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cufant.png']
0879;Copperajah;['Steel'];500;122;130;69;80;69;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/copperajah.png']
0880;Dracozolt;['Electric', 'Dragon'];505;90;100;90;80;70;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dracozolt.png']
0881;Arctozolt;['Electric', 'Ice'];505;90;100;90;90;80;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/arctozolt.png']
0882;Dracovish;['Water', 'Dragon'];505;90;90;100;70;80;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dracovish.png']
0883;Arctovish;['Water', 'Ice'];505;90;90;100;80;90;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/arctovish.png']
0884;Duraludon;['Steel', 'Dragon'];535;70;95;115;120;50;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/duraludon.png']
0885;Dreepy;['Dragon', 'Ghost'];270;28;60;30;40;30;82;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dreepy.png']
0886;Drakloak;['Dragon', 'Ghost'];410;68;80;50;60;50;102;['https://img.pokemondb.net/sprites/scarlet-violet/icon/drakloak.png']
0887;Dragapult;['Dragon', 'Ghost'];600;88;120;75;100;75;142;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dragapult.png']
0888;Zacian Hero of Many Battles;['Fairy'];660;92;120;115;80;115;138;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zacian-hero.png']
0888;Zacian Crowned Sword;['Fairy', 'Steel'];700;92;150;115;80;115;148;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zacian-crowned.png']
0889;Zamazenta Hero of Many Battles;['Fighting'];660;92;120;115;80;115;138;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zamazenta-hero.png']
0889;Zamazenta Crowned Shield;['Fighting', 'Steel'];700;92;120;140;80;140;128;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zamazenta-crowned.png']
0890;Eternatus;['Poison', 'Dragon'];690;140;85;95;145;95;130;['https://img.pokemondb.net/sprites/scarlet-violet/icon/eternatus.png']
0890;Eternatus Eternamax;['Poison', 'Dragon'];1125;255;115;250;125;250;130;['https://img.pokemondb.net/sprites/scarlet-violet/icon/eternatus-eternamax.png']
0891;Kubfu;['Fighting'];385;60;90;60;53;50;72;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kubfu.png']
0892;Urshifu Single Strike Style;['Fighting', 'Dark'];550;100;130;100;63;60;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/urshifu-single-strike.png']
0892;Urshifu Rapid Strike Style;['Fighting', 'Water'];550;100;130;100;63;60;97;['https://img.pokemondb.net/sprites/scarlet-violet/icon/urshifu-rapid-strike.png']
0893;Zarude;['Dark', 'Grass'];600;105;120;105;70;95;105;['https://img.pokemondb.net/sprites/scarlet-violet/icon/zarude.png']
0894;Regieleki;['Electric'];580;80;100;50;100;50;200;['https://img.pokemondb.net/sprites/scarlet-violet/icon/regieleki.png']
0895;Regidrago;['Dragon'];580;200;100;50;100;50;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/regidrago.png']
0896;Glastrier;['Ice'];580;100;145;130;65;110;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/glastrier.png']
0897;Spectrier;['Ghost'];580;100;65;60;145;80;130;['https://img.pokemondb.net/sprites/scarlet-violet/icon/spectrier.png']
0898;Calyrex;['Psychic', 'Grass'];500;100;80;80;80;80;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex.png']
0898;Calyrex Ice Rider;['Psychic', 'Ice'];680;100;165;150;85;130;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex-ice-rider.png']
0898;Calyrex Shadow Rider;['Psychic', 'Ghost'];680;100;85;80;165;100;150;['https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex-shadow-rider.png']
0899;Wyrdeer;['Normal', 'Psychic'];525;103;105;72;105;75;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wyrdeer.png']
0900;Kleavor;['Bug', 'Rock'];500;70;135;95;45;70;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kleavor.png']
0901;Ursaluna;['Ground', 'Normal'];550;130;140;105;45;80;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna.png']
0901;Ursaluna Bloodmoon;['Ground', 'Normal'];555;113;70;120;135;65;52;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna-bloodmoon.png']
0902;Basculegion Male;['Water', 'Ghost'];530;120;112;65;80;75;78;['https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-male.png']
0902;Basculegion Female;['Water', 'Ghost'];530;120;92;65;100;75;78;['https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-female.png']
0903;Sneasler;['Fighting', 'Poison'];510;80;130;60;40;80;120;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasler.png']
0904;Overqwil;['Dark', 'Poison'];510;85;115;95;65;65;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/overqwil.png']
0905;Enamorus Incarnate Forme;['Fairy', 'Flying'];580;74;115;70;135;80;106;['https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-incarnate.png']
0905;Enamorus Therian Forme;['Fairy', 'Flying'];580;74;115;110;135;100;46;['https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-therian.png']
0906;Sprigatito;['Grass'];310;40;61;54;45;45;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sprigatito.png']
0907;Floragato;['Grass'];410;61;80;63;60;63;83;['https://img.pokemondb.net/sprites/scarlet-violet/icon/floragato.png']
0908;Meowscarada;['Grass', 'Dark'];530;76;110;70;81;70;123;['https://img.pokemondb.net/sprites/scarlet-violet/icon/meowscarada.png']
0909;Fuecoco;['Fire'];310;67;45;59;63;40;36;['https://img.pokemondb.net/sprites/scarlet-violet/icon/fuecoco.png']
0910;Crocalor;['Fire'];411;81;55;78;90;58;49;['https://img.pokemondb.net/sprites/scarlet-violet/icon/crocalor.png']
0911;Skeledirge;['Fire', 'Ghost'];530;104;75;100;110;75;66;['https://img.pokemondb.net/sprites/scarlet-violet/icon/skeledirge.png']
0912;Quaxly;['Water'];310;55;65;45;50;45;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxly.png']
0913;Quaxwell;['Water'];410;70;85;65;65;60;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxwell.png']
0914;Quaquaval;['Water', 'Fighting'];530;85;120;80;85;75;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/quaquaval.png']
0915;Lechonk;['Normal'];254;54;45;40;35;45;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lechonk.png']
0916;Oinkologne Male;['Normal'];489;110;100;75;59;80;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-male.png']
0916;Oinkologne Female;['Normal'];489;115;90;70;59;90;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-female.png']
0917;Tarountula;['Bug'];210;35;41;45;29;40;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tarountula.png']
0918;Spidops;['Bug'];404;60;79;92;52;86;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/spidops.png']
0919;Nymble;['Bug'];210;33;46;40;21;25;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/nymble.png']
0920;Lokix;['Bug', 'Dark'];450;71;102;78;52;55;92;['https://img.pokemondb.net/sprites/scarlet-violet/icon/lokix.png']
0921;Pawmi;['Electric'];240;45;50;20;40;25;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmi.png']
0922;Pawmo;['Electric', 'Fighting'];350;60;75;40;50;40;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmo.png']
0923;Pawmot;['Electric', 'Fighting'];490;70;115;70;70;60;105;['https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmot.png']
0924;Tandemaus;['Normal'];305;50;50;45;40;45;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tandemaus.png']
0925;Maushold Family of Four;['Normal'];470;74;75;70;65;75;111;['https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family4.png']
0925;Maushold Family of Three;['Normal'];470;74;75;70;65;75;111;['https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family3.png']
0926;Fidough;['Fairy'];312;37;55;70;30;55;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/fidough.png']
0927;Dachsbun;['Fairy'];477;57;80;115;50;80;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dachsbun.png']
0928;Smoliv;['Grass', 'Normal'];260;41;35;45;58;51;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/smoliv.png']
0929;Dolliv;['Grass', 'Normal'];354;52;53;60;78;78;33;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dolliv.png']
0930;Arboliva;['Grass', 'Normal'];510;78;69;90;125;109;39;['https://img.pokemondb.net/sprites/scarlet-violet/icon/arboliva.png']
0931;Squawkabilly Green Plumage;['Normal', 'Flying'];417;82;96;51;45;51;92;['https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-green.png']
0931;Squawkabilly Blue Plumage;['Normal', 'Flying'];417;82;96;51;45;51;92;['https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-blue.png']
0931;Squawkabilly Yellow Plumage;['Normal', 'Flying'];417;82;96;51;45;51;92;['https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-yellow.png']
0931;Squawkabilly White Plumage;['Normal', 'Flying'];417;82;96;51;45;51;92;['https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-white.png']
0932;Nacli;['Rock'];280;55;55;75;35;35;25;['https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png']
0933;Naclstack;['Rock'];355;60;60;100;35;65;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png']
0934;Garganacl;['Rock'];500;100;100;130;45;90;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png']
0935;Charcadet;['Fire'];255;40;50;40;50;40;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png']
0936;Armarouge;['Fire', 'Psychic'];525;85;60;100;125;80;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png']
0937;Ceruledge;['Fire', 'Ghost'];525;75;125;80;60;100;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png']
0938;Tadbulb;['Electric'];272;61;31;41;59;35;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png']
0939;Bellibolt;['Electric'];495;109;64;91;103;83;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png']
0940;Wattrel;['Electric', 'Flying'];280;40;40;35;55;40;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png']
0941;Kilowattrel;['Electric', 'Flying'];490;70;70;60;105;60;125;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png']
0942;Maschiff;['Dark'];340;60;78;60;40;51;51;['https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png']
0943;Mabosstiff;['Dark'];505;80;120;90;60;70;85;['https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png']
0944;Shroodle;['Poison', 'Normal'];290;40;65;35;40;35;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png']
0945;Grafaiai;['Poison', 'Normal'];485;63;95;65;80;72;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png']
0946;Bramblin;['Grass', 'Ghost'];275;40;65;30;45;35;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png']
0947;Brambleghast;['Grass', 'Ghost'];480;55;115;70;80;70;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png']
0948;Toedscool;['Ground', 'Grass'];335;40;40;35;50;100;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png']
0949;Toedscruel;['Ground', 'Grass'];515;80;70;65;80;120;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png']
0950;Klawf;['Rock'];450;70;100;115;35;55;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png']
0951;Capsakid;['Grass'];304;50;62;40;62;40;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png']
0952;Scovillain;['Grass', 'Fire'];486;65;108;65;108;65;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png']
0953;Rellor;['Bug'];270;41;50;60;31;58;30;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png']
0954;Rabsca;['Bug', 'Psychic'];470;75;50;85;115;100;45;['https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png']
0955;Flittle;['Psychic'];255;30;35;30;55;30;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png']
0956;Espathra;['Psychic'];481;95;60;60;101;60;105;['https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png']
0957;Tinkatink;['Fairy', 'Steel'];297;50;45;45;35;64;58;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png']
0958;Tinkatuff;['Fairy', 'Steel'];380;65;55;55;45;82;78;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png']
0959;Tinkaton;['Fairy', 'Steel'];506;85;75;77;70;105;94;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png']
0960;Wiglett;['Water'];245;10;55;25;35;25;95;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png']
0961;Wugtrio;['Water'];425;35;100;50;50;70;120;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png']
0962;Bombirdier;['Flying', 'Dark'];485;70;103;85;60;85;82;['https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png']
0963;Finizen;['Water'];315;70;45;40;45;40;75;['https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png']
0964;Palafin Zero Form;['Water'];457;100;70;72;53;62;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-zero.png']
0964;Palafin Hero Form;['Water'];650;100;160;97;106;87;100;['https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-hero.png']
0965;Varoom;['Steel', 'Poison'];300;45;70;63;30;45;47;['https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png']
0966;Revavroom;['Steel', 'Poison'];500;80;119;90;54;67;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png']
0967;Cyclizar;['Dragon', 'Normal'];501;70;95;65;85;65;121;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png']
0968;Orthworm;['Steel'];480;70;85;145;60;55;65;['https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png']
0969;Glimmet;['Rock', 'Poison'];350;48;35;42;105;60;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png']
0970;Glimmora;['Rock', 'Poison'];525;83;55;90;130;81;86;['https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png']
0971;Greavard;['Ghost'];290;50;61;60;30;55;34;['https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png']
0972;Houndstone;['Ghost'];488;72;101;100;50;97;68;['https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png']
0973;Flamigo;['Flying', 'Fighting'];500;82;115;74;75;64;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png']
0974;Cetoddle;['Ice'];334;108;68;45;30;40;43;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png']
0975;Cetitan;['Ice'];521;170;113;65;45;55;73;['https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png']
0976;Veluza;['Water', 'Psychic'];478;90;102;73;78;65;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png']
0977;Dondozo;['Water'];530;150;100;115;65;65;35;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png']
0978;Tatsugiri Curly Form;['Dragon', 'Water'];475;68;50;60;120;95;82;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-curly.png']
0978;Tatsugiri Droopy Form;['Dragon', 'Water'];475;68;50;60;120;95;82;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-droopy.png']
0978;Tatsugiri Stretchy Form;['Dragon', 'Water'];475;68;50;60;120;95;82;['https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-stretchy.png']
0979;Annihilape;['Fighting', 'Ghost'];535;110;115;80;50;90;90;['https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png']
0980;Clodsire;['Poison', 'Ground'];430;130;75;60;45;100;20;['https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png']
0981;Farigiraf;['Normal', 'Psychic'];520;120;90;70;110;70;60;['https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png']
0982;Dudunsparce Two-Segment Form;['Normal'];520;125;100;80;85;75;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-two-segment.png']
0982;Dudunsparce Three-Segment Form;['Normal'];520;125;100;80;85;75;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-three-segment.png']
0983;Kingambit;['Dark', 'Steel'];550;100;135;120;60;85;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png']
0984;Great Tusk;['Ground', 'Fighting'];570;115;131;131;53;53;87;['https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png']
0985;Scream Tail;['Fairy', 'Psychic'];570;115;65;99;65;115;111;['https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png']
0986;Brute Bonnet;['Grass', 'Dark'];570;111;127;99;79;99;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png']
0987;Flutter Mane;['Ghost', 'Fairy'];570;55;55;55;135;135;135;['https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png']
0988;Slither Wing;['Bug', 'Fighting'];570;85;135;79;85;105;81;['https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png']
0989;Sandy Shocks;['Electric', 'Ground'];570;85;81;97;121;85;101;['https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png']
0990;Iron Treads;['Ground', 'Steel'];570;90;112;120;72;70;106;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png']
0991;Iron Bundle;['Ice', 'Water'];570;56;80;114;124;60;136;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png']
0992;Iron Hands;['Fighting', 'Electric'];570;154;140;108;50;68;50;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png']
0993;Iron Jugulis;['Dark', 'Flying'];570;94;80;86;122;80;108;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png']
0994;Iron Moth;['Fire', 'Poison'];570;80;70;60;140;110;110;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png']
0995;Iron Thorns;['Rock', 'Electric'];570;100;134;110;70;84;72;['https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png']
0996;Frigibax;['Dragon', 'Ice'];320;65;75;45;35;45;55;['https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png']
0997;Arctibax;['Dragon', 'Ice'];423;90;95;66;45;65;62;['https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png']
0998;Baxcalibur;['Dragon', 'Ice'];600;115;145;92;75;86;87;['https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png']
0999;Gimmighoul Chest Form;['Ghost'];300;45;30;70;75;70;10;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-chest.png']
0999;Gimmighoul Roaming Form;['Ghost'];300;45;30;25;75;45;80;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-roaming.png']
1000;Gholdengo;['Steel', 'Ghost'];550;87;60;95;133;91;84;['https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png']
1001;Wo-Chien;['Dark', 'Grass'];570;85;85;100;95;135;70;['https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png']
1002;Chien-Pao;['Dark', 'Ice'];570;80;120;80;90;65;135;['https://img.pokemondb.net/sprites/scarlet-violet/icon/chien-pao.png']
